Instrument,Year,AsOfDate,Currency,MarketCap_EUR
GRLS.MC,2024,2024-12-31,EUR,5745203794.254
FRAG.DE,2024,2024-12-31,EUR,5520381628.8
MKS.L,2024,2024-12-31,EUR,9308012047.20906
SABE.MC,2024,2024-12-31,EUR,10211295656.019
MICCT.AS,2024,2024-12-31,EUR,
CRDA.L,2024,2024-12-31,EUR,5711848636.97114
DLG.MI,2024,2024-12-31,EUR,4523093048.32
CAST.ST,2024,2024-12-31,EUR,5246192961.56145
SRP.L,2024,2024-12-31,EUR,1871974117.29054
SGE.L,2024,2024-12-31,EUR,15485391743.4148
ADYEN.AS,2024,2024-12-31,EUR,45233756670.0
HNKG_p.DE,2024,2024-12-31,EUR,33970107187.5
AENA.MC,2024,2024-12-31,EUR,29610000000.0
OMVV.VI,2024,2024-12-31,EUR,12580363625.88
RHMG.DE,2024,2024-12-31,EUR,26309545400.0
FOUG.PA,2024,2024-12-31,EUR,8302560000.0
BPTB.L,2024,2024-12-31,EUR,3584393571.57343
PSN.L,2024,2024-12-31,EUR,4631413907.91239
MRON.L,2024,2024-12-31,EUR,8609109863.07771
ALSO.PA,2024,2024-12-31,EUR,9950146652.6
STERV.HE,2024,2024-12-31,EUR,7855552074.6
IMI.L,2024,2024-12-31,EUR,5635324324.17358
PRX.AS,2024,2024-12-31,EUR,205681190238.55
ROPC.S,2024,2024-12-31,EUR,223521795047.385
PNN.L,2024,2024-12-31,EUR,2051513135.85311
G24n.DE,2024,2024-12-31,EUR,6483750000.0
BGEO.L,2024,2024-12-31,EUR,2526447487.70403
ZELA.CO,2024,2024-12-31,EUR,6933766291.66052
ALSYDB.CO,2024,2024-12-31,EUR,2789067218.02238
NOKIA.HE,2024,2024-12-31,EUR,24217273490.4
CAMX.ST,2024,2024-12-31,EUR,3009270940.9278
SPIE.PA,2024,2024-12-31,EUR,5073772822.4
NXT.L,2024,2024-12-31,EUR,13893861242.8857
FDJU.PA,2024,2024-12-31,EUR,6895749400.0
MT.AS,2024,2024-12-31,EUR,19128523185.96
NOVOb.CO,2024,2024-12-31,EUR,382500759412.424
IVG.MI,2024,2024-12-31,EUR,2256046058.46672
VTYV.L,2024,2024-12-31,EUR,2289634669.4862
BBVA.MC,2024,2024-12-31,EUR,54474574215.18
CVC.AS,2024,2024-12-31,EUR,22599050299.92
KBC.BR,2024,2024-12-31,EUR,31123741015.54
AIBG.I,2024,2024-12-31,EUR,12410577604.75
PUMG.DE,2024,2024-12-31,EUR,6630133100.84
ULVR.L,2024,2024-12-31,EUR,129553440930.748
CSG.AS,2024,2024-12-31,EUR,
AM.PA,2024,2024-12-31,EUR,15499044629.2
GAW.L,2024,2024-12-31,EUR,5303011671.23239
GALP.LS,2024,2024-12-31,EUR,12018247786.05
P911_p.DE,2024,2024-12-31,EUR,53038420000.0
VEND.OL,2024,2024-12-31,EUR,6797094750.04428
EXHO.PA,2024,2024-12-31,EUR,11730036260.85
HLMA.L,2024,2024-12-31,EUR,12336478881.4562
INWT.MI,2024,2024-12-31,EUR,9092678208.73244
GFCP.PA,2024,2024-12-31,EUR,6941014600.95
WISEa.L,2024,2024-12-31,EUR,16343362354.6534
KYGa.I,2024,2024-12-31,EUR,15520590799.0
WALLb.ST,2024,2024-12-31,EUR,2804673873.99668
NG.L,2024,2024-12-31,EUR,56093709428.274
PLUSP.L,2024,2024-12-31,EUR,2286093794.38983
INDUc.ST,2024,2024-12-31,EUR,13390199667.9622
DANSKE.CO,2024,2024-12-31,EUR,23563398757.0627
SCHP.S,2025,2025-12-31,EUR,33854930743.2335
NTGY.MC,2025,2025-12-31,EUR,25132389721.92
ADEN.S,2025,2025-12-31,EUR,4260579076.42264
SPSN.S,2025,2025-12-31,EUR,10589414131.8084
SOF.BR,2025,2025-12-31,EUR,9064017716.0
SSE.L,2025,2025-12-31,EUR,30171341161.5786
AAK.ST,2025,2025-12-31,EUR,6235681079.07123
SDR.L,2025,2025-12-31,EUR,7520081601.32316
SASY.PA,2025,2025-12-31,EUR,100877218013.44
NSISb.CO,2025,2025-12-31,EUR,24880308283.2457
CPG.L,2025,2025-12-31,EUR,45133777550.634
EMSN.S,2025,2025-12-31,EUR,13870908426.5083
KBX.DE,2025,2025-12-31,EUR,15483260000.0
AIR.PA,2025,2025-12-31,EUR,157189082707.2
URW.PA,2025,2025-12-31,EUR,13295671116.0
LPPP.WA,2025,2025-12-31,EUR,9358018441.27435
FORTUM.HE,2025,2025-12-31,EUR,16599392602.5
BAYGn.DE,2025,2025-12-31,EUR,37332115116.0
QLT.L,2025,2025-12-31,EUR,2947550632.30632
SAPG.DE,2025,2025-12-31,EUR,248096429652.4
AAF.L,2025,2025-12-31,EUR,14865681925.4517
LUNDb.ST,2025,2025-12-31,EUR,11628415509.5386
PEO.WA,2025,2025-12-31,EUR,13184675500.1812
STMMI.MI,2025,2025-12-31,EUR,21360448204.8
PUIGb.MC,2025,2025-12-31,EUR,8448941076.62
SCHN.PA,2025,2025-12-31,EUR,135566078068.8
DSV.CO,2025,2025-12-31,EUR,51510535310.3162
JD.L,2025,2025-12-31,EUR,4792310729.81498
GMAB.CO,2025,2025-12-31,EUR,17262485769.4563
SCYR.MC,2025,2025-12-31,EUR,3080652192.65326
EMII.MI,2025,2025-12-31,EUR,23111004843.03
FTKn.DE,2025,2025-12-31,EUR,3995681401.44
ENI.MI,2025,2025-12-31,EUR,51487370795.268
HUBN.S,2025,2025-12-31,EUR,3165894561.86023
INDT.ST,2025,2025-12-31,EUR,7934734195.78542
AMV0n.DE,2025,2025-12-31,EUR,4460273178.78
KGH.WA,2025,2025-12-31,EUR,13485866711.2635
BCU.MI,2025,2025-12-31,EUR,6606880000.0
MAP.MC,2025,2025-12-31,EUR,13186647114.986
DLN.L,2025,2025-12-31,EUR,2240034469.30007
IG.MI,2025,2025-12-31,EUR,9820059475.81
SOGN.PA,2025,2025-12-31,EUR,52701009693.92
LOTB.BR,2025,2025-12-31,EUR,6405702050.0
UCB.BR,2025,2025-12-31,EUR,46409049998.8
G1AG.DE,2025,2025-12-31,EUR,9352955596.8
GLEN.L,2025,2025-12-31,EUR,54768571402.4079
LOOMIS.ST,2025,2025-12-31,EUR,2422094951.24735
BMED.MI,2025,2025-12-31,EUR,14669479694.88
UHR.S,2025,2025-12-31,EUR,9774032648.31644
TPRO.MI,2025,2025-12-31,EUR,8446663049.1
LHAG.DE,2025,2025-12-31,EUR,10292245804.89
DRX.L,2025,2025-12-31,EUR,3268166852.51369
BCVN.S,2025,2025-12-31,EUR,9586085377.14495
EQNR.OL,2025,2025-12-31,EUR,52381679086.8911
BKGH.L,2025,2025-12-31,EUR,4273183754.05388
BAWG.VI,2025,2025-12-31,EUR,10010000000.0
RAND.AS,2025,2025-12-31,EUR,8134832709.12
ANTO.L,2025,2025-12-31,EUR,37082213598.7013
VOWG_p.DE,2025,2025-12-31,EUR,53672725055.25
OREP.PA,2025,2025-12-31,EUR,195684856598.4
R3NK.DE,2025,2025-12-31,EUR,5556000000.0
ICAG.L,2025,2025-12-31,EUR,21692739858.6974
REP.MC,2025,2025-12-31,EUR,17969328208.65
DHER.DE,2025,2025-12-31,EUR,6806395365.14
ORSTED.CO,2025,2025-12-31,EUR,22643260540.4109
EVKn.DE,2025,2025-12-31,EUR,6202460000.0
FREG.DE,2025,2025-12-31,EUR,26883315231.21
SECUb.ST,2025,2025-12-31,EUR,7762539939.60343
TEL2b.ST,2025,2025-12-31,EUR,9991878952.62499
JYSK.CO,2025,2025-12-31,EUR,7226578077.53983
AALB.AS,2025,2025-12-31,EUR,3031484070.98
GJFG.OL,2025,2025-12-31,EUR,12795984100.1689
MANTA.HE,2025,2025-12-31,EUR,3479666917.344
RIO.L,2025,2025-12-31,EUR,117204595591.16
HLN.L,2025,2025-12-31,EUR,38293262176.5267
MAERSKb.CO,2025,2025-12-31,EUR,31213022006.6095
RKT.L,2025,2025-12-31,EUR,44507879897.0253
VALMT.HE,2025,2025-12-31,EUR,5218497229.4
SGEF.PA,2025,2025-12-31,EUR,69847110441.5
ENX.PA,2025,2025-12-31,EUR,13272311424.0
ALVG.DE,2025,2025-12-31,EUR,147488406366.9
LSEG.L,2025,2025-12-31,EUR,52414090535.346
QIA.DE,2025,2025-12-31,EUR,8364800153.33162
HOLN.S,2025,2025-12-31,EUR,47762950350.4677
GASI.MI,2025,2025-12-31,EUR,55466802394.17
ICGIN.L,2025,2025-12-31,EUR,6848046542.61389
HUH1V.HE,2025,2025-12-31,EUR,3211259473.0
ENT.L,2025,2025-12-31,EUR,5624572148.92595
PHP.L,2025,2025-12-31,EUR,2914375576.42962
LTMC.MI,2025,2025-12-31,EUR,5601292971.12
SOBIV.ST,2025,2025-12-31,EUR,10953625446.1161
SN.L,2025,2025-12-31,EUR,12072677817.0186
SEBa.ST,2025,2025-12-31,EUR,37514515311.6617
SWEDa.ST,2025,2025-12-31,EUR,33192991516.2809
MOWI.OL,2025,2025-12-31,EUR,10918931402.0355
RECI.MI,2025,2025-12-31,EUR,10096562531.68
SDFGn.DE,2025,2025-12-31,EUR,2254869000.0
BALF.L,2025,2025-12-31,EUR,4019699226.40166
ALLN.S,2025,2025-12-31,EUR,3649895554.61666
BOLL.PA,2025,2025-12-31,EUR,13466695012.788
BUCN.S,2025,2025-12-31,EUR,4061731865.28497
FMEG.DE,2025,2025-12-31,EUR,11786418246.33
AXFO.ST,2025,2025-12-31,EUR,5802824101.43343
MICP.PA,2025,2025-12-31,EUR,19465818328.47
ATCOa.ST,2025,2025-12-31,EUR,73896190117.0765
NEXS.PA,2025,2025-12-31,EUR,5503093198.2
SJP.L,2025,2025-12-31,EUR,8371560477.54972
BLND.L,2025,2025-12-31,EUR,4631380273.53923
UPM.HE,2025,2025-12-31,EUR,13267275472.86
TELIA.ST,2025,2025-12-31,EUR,14465251555.9068
NIBEb.ST,2025,2025-12-31,EUR,6758350321.12847
SAGAb.ST,2025,2025-12-31,EUR,6489423977.59036
AAL.L,2025,2025-12-31,EUR,41689764000.7739
BNZL.L,2025,2025-12-31,EUR,7720867757.95163
BNPP.PA,2025,2025-12-31,EUR,90225040518.03
ALCC.S,2025,2025-12-31,EUR,34236282496.0445
AMUN.PA,2025,2025-12-31,EUR,14570874615.6
SFZN.S,2025,2025-12-31,EUR,3643151493.03678
PKO.WA,2025,2025-12-31,EUR,26151164813.1115
RACE.MI,2025,2025-12-31,EUR,61338002733.7
LEGn.DE,2025,2025-12-31,EUR,4640047120.0
PRU.L,2025,2025-12-31,EUR,33455082190.3435
KMAR.OL,2025,2025-12-31,EUR,
BIRG.I,2025,2025-12-31,EUR,15599923140.25
MONC.MI,2025,2025-12-31,EUR,15037381802.88
TEPRF.PA,2025,2025-12-31,EUR,3702630731.6
VIE.PA,2025,2025-12-31,EUR,22044020547.64
EXPN.L,2025,2025-12-31,EUR,35397177341.0601
HEIG.DE,2025,2025-12-31,EUR,39593785644.0
UMI.BR,2025,2025-12-31,EUR,4410560000.0
ITPG.MI,2025,2025-12-31,EUR,5028045796.92
VAR.OL,2025,2025-12-31,EUR,7070435748.16158
TRYG.CO,2025,2025-12-31,EUR,13514981611.4193
CAPP.PA,2025,2025-12-31,EUR,24172353449.75
SYENS.BR,2025,2025-12-31,EUR,7124842476.88
BOUY.PA,2025,2025-12-31,EUR,17050071087.7
SSABb.ST,2025,2025-12-31,EUR,6756789243.60503
WBSV.VI,2025,2025-12-31,EUR,3306830449.4
ENR1n.DE,2025,2025-12-31,EUR,105743683439.2
KOG.OL,2025,2025-12-31,EUR,16449532928.9648
AMA.MC,2025,2025-12-31,EUR,28309370042.2
SHEL.AS,2025,2025-12-31,EUR,179731099580.306
ZEG.L,2025,2025-12-31,EUR,12132092895.4339
DTGGe.DE,2025,2025-12-31,EUR,28710014962.5
PSON.L,2025,2025-12-31,EUR,7658265718.74379
KEMIRA.HE,2025,2025-12-31,EUR,2952727819.48
FHZN.S,2025,2025-12-31,EUR,8481527330.67737
BATS.L,2025,2025-12-31,EUR,105354988422.811
AVANZ.ST,2025,2025-12-31,EUR,5141057203.39547
FLS.CO,2025,2025-12-31,EUR,3475089497.98371
GALD.S,2025,2025-12-31,EUR,41068751259.6901
SCAb.ST,2025,2025-12-31,EUR,8004210679.83675
ISP.MI,2025,2025-12-31,EUR,103714148535.028
SKFb.ST,2025,2025-12-31,EUR,10468161144.2743
VLLP.PA,2025,2025-12-31,EUR,3740611996.17
NDAFI.HE,2025,2025-12-31,EUR,56194811974.425
ROCKb.CO,2025,2025-12-31,EUR,6348605644.10178
LISP.S,2025,2025-12-31,EUR,28731199042.4314
RS1R.L,2025,2025-12-31,EUR,3393272188.51954
RUBF.PA,2025,2025-12-31,EUR,3308648842.38
ENGIE.PA,2025,2025-12-31,EUR,53955205460.2816
SGRO.L,2025,2025-12-31,EUR,11185126725.0019
EVDG.DE,2025,2025-12-31,EUR,7468800000.0
HSX.L,2025,2025-12-31,EUR,5302747879.53152
YAR.OL,2025,2025-12-31,EUR,8869028223.80914
ACCP.PA,2025,2025-12-31,EUR,11813906895.46
ADDTb.ST,2025,2025-12-31,EUR,8056669501.24665
BOL.ST,2025,2025-12-31,EUR,13735623974.8022
HSBA.L,2025,2025-12-31,EUR,231263641884.319
HOCM.L,2025,2025-12-31,EUR,3030408545.95085
CBKG.DE,2025,2025-12-31,EUR,41040861498.0
SAF.PA,2025,2025-12-31,EUR,124415691772.4
ENEI.MI,2025,2025-12-31,EUR,91500119514.0
SHLG.DE,2025,2025-12-31,EUR,49789920000.0
GL9.I,2025,2025-12-31,EUR,3556951600.36
BMPS.MI,2025,2025-12-31,EUR,28409210011.05
MWDP.PA,2025,2025-12-31,EUR,3658889523.6
ADSGn.DE,2025,2025-12-31,EUR,30132000000.0
UBSG.S,2025,2025-12-31,EUR,137532167324.288
ELI.BR,2025,2025-12-31,EUR,11965264987.9
HNRGn.DE,2025,2025-12-31,EUR,30969344011.2
HIAB.HE,2025,2025-12-31,EUR,3205642642.72
LIGHT.AS,2025,2025-12-31,EUR,2569299939.84
DGE.L,2025,2025-12-31,EUR,40953187427.2616
GBLB.BR,2025,2025-12-31,EUR,10116540000.0
LGEN.L,2025,2025-12-31,EUR,17117437703.7355
SAMPO.HE,2025,2025-12-31,EUR,27348521236.48
TKAG.DE,2025,2025-12-31,EUR,6051008522.52
SUBC.OL,2025,2025-12-31,EUR,5284325924.27705
EDP.LS,2025,2025-12-31,EUR,16380444657.96
RR.L,2025,2025-12-31,EUR,111390117655.494
ASRNL.AS,2025,2025-12-31,EUR,12676464310.3
MBGn.DE,2025,2025-12-31,EUR,59632626326.79
BYG.L,2025,2025-12-31,EUR,2361599656.01113
INPST.AS,2025,2025-12-31,EUR,5235000000.0
BKWB.S,2025,2025-12-31,EUR,9849406616.95943
TUI1n.DE,2025,2025-12-31,EUR,4600369745.178
CARLb.CO,2025,2025-12-31,EUR,15210179017.8768
AIXGn.DE,2025,2025-12-31,EUR,2222605390.8
VATN.S,2025,2025-12-31,EUR,2653061440.92394
MRL.MC,2025,2025-12-31,EUR,7007100494.57
ERICb.ST,2025,2025-12-31,EUR,27600788700.6842
AD.AS,2025,2025-12-31,EUR,31075742890.39
TE.PA,2025,2025-12-31,EUR,5793740435.84
SFSN.S,2025,2025-12-31,EUR,4748167920.13143
ABBN.S,2025,2025-12-31,EUR,121759372197.29
SBNOR.OL,2025,2025-12-31,EUR,2877161351.2925
DBKGn.DE,2025,2025-12-31,EUR,64119030468.12
BNRGn.DE,2025,2025-12-31,EUR,7160070597.48
BZU.MI,2025,2025-12-31,EUR,9920246931.0
ABVX.PA,2025,2025-12-31,EUR,18400404973.2326
NESTE.HE,2025,2025-12-31,EUR,15322684275.36
TSCO.L,2025,2025-12-31,EUR,32388178453.2584
DKSH.S,2025,2025-12-31,EUR,4109868955.08282
ITX.MC,2025,2025-12-31,EUR,175592173680.0
ADML.L,2025,2025-12-31,EUR,11102135782.3179
MOBN.S,2025,2025-12-31,EUR,2940105474.52334
PGHN.S,2025,2025-12-31,EUR,29653675268.5454
VSURE.ST,2025,2025-12-31,EUR,14326581129.984
SALM.OL,2025,2025-12-31,EUR,7106466579.70548
CARR.PA,2025,2025-12-31,EUR,10477759447.47
DHLn.DE,2025,2025-12-31,EUR,53946500000.0
BAER.S,2025,2025-12-31,EUR,14611502726.7868
STAN.L,2025,2025-12-31,EUR,47298134379.2679
NESN.S,2025,2025-12-31,EUR,212365633579.821
SPMI.MI,2025,2025-12-31,EUR,4989079655.0
LVMH.PA,2025,2025-12-31,EUR,321008076300.0
DNB.OL,2025,2025-12-31,EUR,35521873459.6399
VOES.VI,2025,2025-12-31,EUR,6856287859.2
GEBN.S,2025,2025-12-31,EUR,22531877196.0058
RAAG.DE,2025,2025-12-31,EUR,7464405000.0
BRBY.L,2025,2025-12-31,EUR,5254897735.69506
TLIT.MI,2025,2025-12-31,EUR,11477063083.5988
KNEBV.HE,2025,2025-12-31,EUR,32261383708.4
SAN.MC,2025,2025-12-31,EUR,149895226496.04
PRTP.PA,2025,2025-12-31,EUR,37149654178.0
NDXG.DE,2025,2025-12-31,EUR,7154988014.64
PNDORA.CO,2025,2025-12-31,EUR,7357797926.91155
AYV.PA,2025,2025-12-31,EUR,8967382321.04
ZURN.S,2025,2025-12-31,EUR,94624035754.2763
ABI.BR,2025,2025-12-31,EUR,110856384317.7
HEXAb.ST,2025,2025-12-31,EUR,26851927591.5575
ASMI.AS,2025,2025-12-31,EUR,25532456444.8
HEIN.AS,2025,2025-12-31,EUR,40170422230.62
KGF.L,2025,2025-12-31,EUR,6155545202.52005
AVOL.S,2025,2025-12-31,EUR,7390206631.7769
MNG.L,2025,2025-12-31,EUR,7914802545.59542
BAMI.MI,2025,2025-12-31,EUR,19992828152.57
HAGG.DE,2025,2025-12-31,EUR,8824200000.0
A2.MI,2025,2025-12-31,EUR,7249542810.978
TPE.WA,2025,2025-12-31,EUR,3768204827.03354
BEIJb.ST,2025,2025-12-31,EUR,6948627939.49467
FNTGn.DE,2025,2025-12-31,EUR,3526591736.68
CLNX.MC,2025,2025-12-31,EUR,18718532934.53
VWS.CO,2025,2025-12-31,EUR,24156193775.1905
KPN.AS,2025,2025-12-31,EUR,15218002052.68
ITRK.L,2025,2025-12-31,EUR,8168539316.82137
TTEF.PA,2025,2025-12-31,EUR,122664090335.37
MTXGn.DE,2025,2025-12-31,EUR,19979650316.8
DSFIR.AS,2025,2025-12-31,EUR,18267908438.88
AGES.BR,2025,2025-12-31,EUR,11896509502.8
SCMN.S,2025,2025-12-31,EUR,32341090130.722
VID.MC,2025,2025-12-31,EUR,3172083845.8
TEF.MC,2025,2025-12-31,EUR,19805874308.122
PIRC.MI,2025,2025-12-31,EUR,6379105766.04
PHG.AS,2025,2025-12-31,EUR,22378263867.68
DAST.PA,2025,2025-12-31,EUR,31980312589.6
LAND.L,2025,2025-12-31,EUR,5315774793.11731
INF.L,2025,2025-12-31,EUR,13055686605.9025
TENR.MI,2025,2025-12-31,EUR,17645036547.8
III.L,2025,2025-12-31,EUR,37181163506.2398
RMV.L,2025,2025-12-31,EUR,4545017628.69989
CCH.L,2025,2025-12-31,EUR,16020706029.3428
PSHG_p.DE,2025,2025-12-31,EUR,12397000000.0
CWK.L,2025,2025-12-31,EUR,3085345922.93772
ACS.MC,2025,2025-12-31,EUR,23050744846.9937
BKT.MC,2025,2025-12-31,EUR,12723450409.87
ACPP.WA,2025,2025-12-31,EUR,4556289244.56213
GETP.PA,2025,2025-12-31,EUR,8651500000.0
STLAM.MI,2025,2025-12-31,EUR,36553618109.565
KCRA.HE,2025,2025-12-31,EUR,7407240922.58465
MBK.WA,2025,2025-12-31,EUR,11115945468.0408
ELISA.HE,2025,2025-12-31,EUR,6211477909.76
SBRY.L,2025,2025-12-31,EUR,8466847160.14331
SWECb.ST,2025,2025-12-31,EUR,5009751199.74576
SGSN.S,2025,2025-12-31,EUR,19532205778.734
BAB.L,2025,2025-12-31,EUR,7123171749.34002
KNIN.S,2025,2025-12-31,EUR,22655833006.9557
NEXII.MI,2025,2025-12-31,EUR,4866063468.1
DNP.WA,2025,2025-12-31,EUR,9560551898.98821
DTEGn.DE,2025,2025-12-31,EUR,136462391725.66
FBK.MI,2025,2025-12-31,EUR,13754328969.29
ISS.CO,2025,2025-12-31,EUR,5028727458.59943
IHG.L,2025,2025-12-31,EUR,18177663970.021
BESI.AS,2025,2025-12-31,EUR,10853376207.5
GALE.S,2025,2025-12-31,EUR,5305119170.98446
SATG_p.DE,2025,2025-12-31,EUR,16555968000.0
SAABb.ST,2025,2025-12-31,EUR,28215448133.0985
BARN.S,2025,2025-12-31,EUR,7486909134.20801
REDE.MC,2025,2025-12-31,EUR,8208183600.0
EMG.L,2025,2025-12-31,EUR,3021645577.65125
ARDS.AS,2025,2025-12-31,EUR,3214333238.14
ROR.L,2025,2025-12-31,EUR,3093677321.69621
UTG.L,2025,2025-12-31,EUR,3145178014.75053
BVI.PA,2025,2025-12-31,EUR,12336227913.6
CFR.S,2025,2025-12-31,EUR,200505086245.154
KGX.DE,2025,2025-12-31,EUR,9157665560.6
LAGRb.ST,2025,2025-12-31,EUR,3923994428.21847
WRT1V.HE,2025,2025-12-31,EUR,18390762961.2
TRELb.ST,2025,2025-12-31,EUR,8353356338.69086
SIEGn.DE,2025,2025-12-31,EUR,192880000000.0
JMT.LS,2025,2025-12-31,EUR,12749480637.2
EQTAB.ST,2025,2025-12-31,EUR,41037245435.8591
RILBA.CO,2025,2025-12-31,EUR,5249285749.94238
SDLF.L,2025,2025-12-31,EUR,8507163775.76722
PZU.WA,2025,2025-12-31,EUR,14068904611.7736
IGG.L,2025,2025-12-31,EUR,5128940671.29926
HIK.L,2025,2025-12-31,EUR,3945235481.59701
EONGn.DE,2025,2025-12-31,EUR,43462900854.0
MTO.L,2025,2025-12-31,EUR,2524448532.19035
BAES.L,2025,2025-12-31,EUR,59005102360.1544
BP.L,2025,2025-12-31,EUR,77593539142.4452
HOLMb.ST,2025,2025-12-31,EUR,5328023560.80507
GTT.PA,2025,2025-12-31,EUR,5812643095.2
INGP.WA,2025,2025-12-31,EUR,10814844533.8239
TEL.OL,2025,2025-12-31,EUR,16917616233.6327
SHBa.ST,2025,2025-12-31,EUR,25294676303.07
CVO.PA,2025,2025-12-31,EUR,6323469462.2
LDOF.MI,2025,2025-12-31,EUR,29612863231.9
ADP.PA,2025,2025-12-31,EUR,11024211062.8
IBE.MC,2025,2025-12-31,EUR,123368823535.333
DCC.L,2025,2025-12-31,EUR,4536978780.51854
WEIR.L,2025,2025-12-31,EUR,8475594882.04719
NKT.CO,2025,2025-12-31,EUR,5926861397.233
UU.L,2025,2025-12-31,EUR,9339595884.71042
ALKb.CO,2025,2025-12-31,EUR,6760563672.32635
CONG.DE,2025,2025-12-31,EUR,13720410433.8
TBCG.L,2025,2025-12-31,EUR,2599818731.60197
ABF.L,2025,2025-12-31,EUR,17398435120.3331
SVT.L,2025,2025-12-31,EUR,9632733627.42847
ALFA.ST,2025,2025-12-31,EUR,17957986613.0377
ALLFG.AS,2025,2025-12-31,EUR,4839459565.03
EDPR.LS,2025,2025-12-31,EUR,12654438716.64
HWDN.L,2025,2025-12-31,EUR,5147705295.00422
ITV.L,2025,2025-12-31,EUR,3583261929.80581
PST.MI,2025,2025-12-31,EUR,28225037100.0
ENAG.MC,2025,2025-12-31,EUR,3445169473.1
MRCG.DE,2025,2025-12-31,EUR,52738556601.4
SHCS.L,2025,2025-12-31,EUR,3248779987.27368
MUVGn.DE,2025,2025-12-31,EUR,70600596368.4
KESKOB.HE,2025,2025-12-31,EUR,7659666475.2
SGOB.PA,2025,2025-12-31,EUR,43029922780.24
LMPL.L,2025,2025-12-31,EUR,5099526467.02355
BASFn.DE,2025,2025-12-31,EUR,39967142503.92
AZMT.MI,2025,2025-12-31,EUR,5118483177.81
SUNB.L,2025,2025-12-31,EUR,
RBIV.VI,2025,2025-12-31,EUR,12387866126.86
SB1NO.OL,2025,2025-12-31,EUR,6272058238.11788
ACKB.BR,2025,2025-12-31,EUR,7692598000.0
SIGNC.S,2025,2025-12-31,EUR,4723738701.55151
KBCA.BR,2025,2025-12-31,EUR,5644968165.2
SDZ.S,2025,2025-12-31,EUR,27147545598.3824
SRG.MI,2025,2025-12-31,EUR,18982124905.232
AV.L,2025,2025-12-31,EUR,24006001099.7202
ZAB.WA,2025,2025-12-31,EUR,5534440540.33936
DIOR.PA,2025,2025-12-31,EUR,107492225778.0
SIKA.S,2025,2025-12-31,EUR,28326813491.3948
SAVE.ST,2025,2025-12-31,EUR,6272835113.24407
ABNd.AS,2025,2025-12-31,EUR,18355244342.4
BC8G.DE,2025,2025-12-31,EUR,5549040000.0
ANA.MC,2025,2025-12-31,EUR,10197851792.7
SUN.S,2025,2025-12-31,EUR,5608144737.85143
LEGD.PA,2025,2025-12-31,EUR,33370769524.25
SOPR.PA,2025,2025-12-31,EUR,3176674574.6
SKAb.ST,2025,2025-12-31,EUR,10041062397.6382
SPX.L,2025,2025-12-31,EUR,5771785814.93236
LONN.S,2025,2025-12-31,EUR,40558998623.377
CABK.MC,2025,2025-12-31,EUR,73371118596.605
BEIG.DE,2025,2025-12-31,EUR,22555260000.0
GETIb.ST,2025,2025-12-31,EUR,5497499289.9007
STDM.PA,2025,2025-12-31,EUR,20439385050.0
BEAN.S,2025,2025-12-31,EUR,10815811709.8446
INVP.L,2025,2025-12-31,EUR,5903333211.84803
PKN.WA,2025,2025-12-31,EUR,27971502220.1679
TW.L,2025,2025-12-31,EUR,4367147338.00661
PAFR.L,2025,2025-12-31,EUR,2813952233.74507
NN.AS,2025,2025-12-31,EUR,17289620000.0
AKRBP.OL,2025,2025-12-31,EUR,13929100493.1381
IMCD.AS,2025,2025-12-31,EUR,4571412642.66
THULE.ST,2025,2025-12-31,EUR,2322642633.22772
IFXGn.DE,2025,2025-12-31,EUR,49971072307.305
CAGR.PA,2025,2025-12-31,EUR,53104586242.5
HBANC.S,2025,2025-12-31,EUR,22704995550.1951
TCFP.PA,2025,2025-12-31,EUR,47325451607.4
ABDN.L,2025,2025-12-31,EUR,4341371985.61998
VOPA.AS,2025,2025-12-31,EUR,4366207858.12
SECTb.ST,2025,2025-12-31,EUR,4336489448.80564
BALDb.ST,2025,2025-12-31,EUR,6808247463.583
RENA.PA,2025,2025-12-31,EUR,10474483299.28
VACN.S,2025,2025-12-31,EUR,13993869227.8529
ERST.VI,2025,2025-12-31,EUR,42652444497.6
CTEC.L,2025,2025-12-31,EUR,5453658058.20457
PERP.PA,2025,2025-12-31,EUR,18440878154.5
AMBUb.CO,2025,2025-12-31,EUR,3109908418.48593
UNPI.MI,2025,2025-12-31,EUR,14729731119.24
BARC.L,2025,2025-12-31,EUR,75697998522.0908
TEMN.S,2025,2025-12-31,EUR,6319165183.44726
ORK.OL,2025,2025-12-31,EUR,9527924937.98558
NOVN.S,2025,2025-12-31,EUR,247138515692.152
UMG.AS,2025,2025-12-31,EUR,40773860791.56
WTB.L,2025,2025-12-31,EUR,4945368042.54123
BAKKA.OL,2025,2025-12-31,EUR,2606190980.4618
MYCR.ST,2025,2025-12-31,EUR,3934522834.63449
NOD.OL,2025,2025-12-31,EUR,2326004101.5023
SCOR.PA,2025,2025-12-31,EUR,5154912594.3
DB1Gn.DE,2025,2025-12-31,EUR,41218870000.0
DANO.PA,2025,2025-12-31,EUR,52317468404.74
BFT.WA,2025,2025-12-31,EUR,2797048144.14516
WPP.L,2025,2025-12-31,EUR,4176631009.7851
HRMS.PA,2025,2025-12-31,EUR,224018292264.0
SQN.S,2025,2025-12-31,EUR,8221028061.66551
HMb.ST,2025,2025-12-31,EUR,27548090850.5121
RYA.I,2025,2025-12-31,EUR,31063681079.1
BIOX.PA,2025,2025-12-31,EUR,13055242566.0
